http://jonpoler.blogspot.com/;http://jonpoler.blogspot.com/feeds/posts/default?alt=rss;3 posts
https://marinhero.com/;https://marinhero.com/index.xml;3 posts
http://mateor.github.io/;http://mateor.github.io/feed.xml;2 posts
http://pepijndevos.nl/;http://pepijndevos.nl/feed.xml;
http://jimjshields.github.io/;https://jimjshields.github.io/feed.xml;
https://dubroy.com/blog;http://feeds.feedburner.com/dubroy;
http://momentum6.blogspot.com/;http://momentum6.blogspot.com//feeds/posts/default?alt=rss;4 posts
https://blog.vsinha.com;https://blog.vsinha.com/feed/atom/;
https://blog.vsinha.com;https://blog.vsinha.com/feed/;
https://medium.com/@malkomalko?source=rss-716189085498------2;https://medium.com/feed/@malkomalko;4 posts
https://words.serenaperuzzo.com/;https://words.serenaperuzzo.com/index.xml;6 posts
http://sarahghp.com;http://sarahgp.com/rss.xml;1 posts
https://medium.com/@c11z?source=rss-8bb58937db77------2;https://medium.com/feed/@c11z;6 posts
http://blog.gnclmorais.com/;http://blog.gnclmorais.com/feed;
https://purplepaperreader.blogspot.com/;https://purplepaperreader.blogspot.com/feeds/posts/default;4 posts
https://joelburget.com;http://joelburget.com/rss.xml;Disabled
https://varnull.adityamukerjee.net;http://varnull.adityamukerjee.net/rss;
https://oskarth.com/;https://oskarth.com/index.xml;
http://dev.jdherg.com/;http://dev.jdherg.com/feeds/all.atom.xml;5 posts
https://writing.natwelch.com/;https://writing.natwelch.com/feed.atom;
http://redlua.com/;http://redlua.com/index.xml;
http://www.alextaipale.com;http://www.alextaipale.com/feed/;4 posts
http://pietro.menna.net.br/;http://pietro.menna.net.br/atom_rc.xml;
https://blog.printf.net;http://blog.printf.net/feed/atom/;
https://lunacodes.wordpress.com;https://lunacodes.wordpress.com/feed/;
https://blog.plover.com;http://blog.plover.com/index.atom;
https://sofiatti.github.io/;https://sofiatti.github.io/feed.xml;3 posts
https://www.freshpaint.io;https://www.freshpaint.io/blog/rss.xml;
https://malisper.me;http://malisper.me/feed/;
http://blog.annharter.com/;http://blog.annharter.com/feed.xml;
http://kamalmarhubi.com/;http://kamalmarhubi.com/blog/feed.xml;
http://sfrapoport.github.io/;https://sfrapoport.github.io/feed.xml;
http://martin.kleppmann.com/;http://martin.kleppmann.com/feed.rss;
http://charles.bearblog.dev/;https://charles.bearblog.dev/feed/;6 posts
https://obscure-atoll-2224.herokuapp.com//;https://obscure-atoll-2224.herokuapp.com/atom.xml;8 posts
https://medium.com/@richardlayte?source=rss-47d5b4ff0812------2;https://medium.com/feed/@richardlayte;2 posts
https://blog.benoitvallon.com/;http://blog.benoitvallon.com/feed.xml;
http://rememberyourlines.com;http://rememberyourlines.com/feed/;
http://www.daz.zone/blog;http://www.daz.zone/blog/feed/atom_feed.xml;4 posts
http://ibrand.github.io;http://ibrand.github.io/feed.xml;2 posts
http://piratefsh.github.io/;http://piratefsh.github.io/feed.xml;
http://linzjax.github.io/;http://linzjax.github.io/feed.xml;
http://blog.http417.com/;http://blog.http417.com/feeds/posts/default?alt=rss;
https://basicbitch.software;http://basicbitch.software/feed.xml;
https://aliciarecurses.wordpress.com;https://aliciarecurses.wordpress.com/feed/;
https://buttondown.email/distillations;https://buttondown.email/distillations/rss;7 posts
https://jasdev.me/;http://jasdev.me/atom.xml;
https://buttondown.email/letters-to-j;https://buttondown.email/letters-to-j/rss;
https://stephentu.github.io/blog/;https://stephentu.github.io/blog/rss.xml;
http://vakila.github.io/;http://vakila.github.io/feed.xml;
https://blackwood.io/;http://blackwood.io/feed.xml;
https://gonzalo-bulnes.github.io/;https://gonzalo-bulnes.github.io/feed.xml;2 posts
https://maryrosecook.com/;http://maryrosecook.com/blog/feed;
http://cestdiego.github.io/;http://cestdiego.github.io/atom.xml;
https://medium.com/@laurenzlong?source=rss-89f96042d042------2;https://medium.com/feed/@laurenzlong;4 posts
https://medium.com/@tehgeekmeister?source=rss-c8f24a0c32e9------2;https://medium.com/feed/@tehgeekmeister/;
http://www.tehgeekmeister.com/;http://www.tehgeekmeister.com/writing?format=RSS;
https://blog.zulip.com/;https://blog.zulip.org/rss;
http://dvndrsn.com/;http://dvndrsn.com/feed.xml;
https://linbug.github.io//;http://linbug.github.io/atom.xml;
http://depthnn.blogspot.com/;http://depthnn.blogspot.com/feeds/posts/default;3 posts
http://maciejjaskowski.github.io;http://maciejjaskowski.github.io/feed.xml;6 posts
https://blog.joeardent.net/;https://blog.joeardent.net/index.xml;6 posts
https://mikeymu.tumblr.com/;http://mikeymu.tumblr.com/rss;8 posts
https://www.danielputtick.com/;https://www.danielputtick.com/feeds/writing.atom.xml;9 posts
https://mjec.blog/;https://mjec.blog/index.xml;
https://www.philosophicalhacker.com/post/;https://www.philosophicalhacker.com/post/index.xml;
https://www.philosophicalhacker.com/rpost/;https://www.philosophicalhacker.com/rpost/index.xml;
http://l0stinsp4ce.com;http://l0stinsp4ce.com/xml;
http://pnasrat.github.io;http://pnasrat.github.io/atom.xml;7 posts
http://reeddunkle.github.io/;http://reeddunkle.github.io/feed.xml;
https://nickdrozd.github.io/;https://nickdrozd.github.io/feed.xml;
https://medium.com/@benschac?source=rss-67dede2eaa14------2;http://medium.com/feed/@benschac;8 posts
http://pjf.id.au;http://pjf.id.au/feed.xml;
http://paultopia.github.io;https://paultopia.github.io/feed.xml;
http://jjst.eu/;https://jjst.github.io/feeds/atom.xml;3 posts
https://jamey.thesharps.us/;http://jamey.thesharps.us/feeds/posts/default;
https://boinkor.net/;https://boinkor.net/index.xml;
http://adrien.lamarque.fr/cc/;http://adrien.lamarque.fr/cc/index.xml;5 posts
https://arpith.co;https://arpith.co/feed.xml;
https://hachibu.net/;https://hachibu.net/index.xml;
https://tayloraburgess.com/writing;https://tayloraburgess.com/feed.xml;5 posts
https://x.st/;https://x.st/atom.xml;4 posts
http://ssfrr.com/;http://ssfrr.com/feeds/all.atom.xml;
https://andreaonprogramming.wordpress.com;https://andreaonprogramming.wordpress.com/feed/;
https://vaibhavsagar.com;http://vaibhavsagar.com/atom.xml;
https://medium.com/@trueskawka?source=rss-f139b98fa5e2------2;https://medium.com/feed/@trueskawka/;6 posts
https://alicja.dev/;https://alicja.dev/feed.xml;
https://nickp.co/;https://nickp.co/feed.xml;
https://www.moderndescartes.com/essays;http://moderndescartes.com/essays/rss.xml;
http://www.stormylife.com;http://www.stormylife.com/feed/;
http://www.notesfromandy.com;http://www.notesfromandy.com/feed/;
http://blog.johnkrauss.com/;http://blog.accursedware.com/atom.xml;
http://blog.sitongpeng.com/;https://stoneg.github.io/feeds/all.atom.xml;
https://medium.com/@paulbiggar?source=rss-56c9b6a1f3e4------2;https://medium.com/feed/@paulbiggar;
https://kracekumar.com/;https://kracekumar.com/index.xml;
https://timenotclocks.com/blog/;https://timenotclocks.com/blog/index.xml;
https://vipyne.tumblr.com/;http://vipyne.tumblr.com/rss;
https://haroldtreen.com/;http://haroldtreen.com/feed-tech.xml;
https://medium.com/@myles.dakan?source=rss-984ceb0b3c9d------2;https://medium.com/feed/@myles.dakan/;2 posts
https://jonsjournal.com;https://jonsjournals.com/rss.xml;
https://andrewyoon.art/;https://andrewyoon.art/feed.xml;6 posts
https://www.recurse.com/blog;https://www.recurse.com/blog.rss;
https://taraadiseshan.tumblr.com/;http://taraadiseshan.tumblr.com/tagged/code/rss;1 posts
http://glench.com;http://glench.com/rss_feed.xml;3 posts
https://heatherbooker.github.io/blog/;https://heatherbooker.github.io/blog/feed.xml;
https://blog.jonnew.com;http://blog.jonnew.com/feed.xml;
http://scattered-thoughts.net/writing/;http://scattered-thoughts.net/rss.xml;
https://strugee.net/blog/category/blaggregator;https://strugee.net/blog/category/blaggregator/index.rss;
https://jasonaowen.net/blog/;https://jasonaowen.net/blog/feeds/all.atom.xml;
https://chungjsm.wordpress.com;https://chungjsm.wordpress.com/feed/atom/;
http://ant6n.ca/;http://ant6n.ca/feeds/all.atom.xml;6 posts
https://medium.com/@abdulnimeri?source=rss-c7c53cf5410d------2;https://medium.com/feed/@abdulnimeri/;5 posts
https://minireference.com/blog;https://minireference.com/blog/feed/;
https://digitalfreepen.com;http://digitalfreepen.com/feed.xml;
https://jootse84.github.io;https://jootse84.github.io/feed.xml;
http://sabelo.io/;http://sabelo.io/feed.xml;
https://ryanriddle.github.io/rss.xml;https://ryanriddle.github.io/rss.xml;9 posts
http://zormit.github.io/;https://zormit.github.io/feed.xml;3 posts
http://sabelo.io/;https://burntpizza.github.io/feed.xml;2 posts
https://aac.github.io/rc-blog/;https://aac.github.io/rc-blog/index.xml;
https://stefan-lesser.com/;https://stefan-lesser.com/index.xml;
https://carld.github.io/;https://carld.github.io/feed.xml;
https://nelhagedebugsshit.tumblr.com/;http://nelhagedebugsshit.tumblr.com/rss;
https://blog.nelhage.com/post/;https://blog.nelhage.com/atom.xml;
https://accidentallyquadratic.tumblr.com/;https://accidentallyquadratic.tumblr.com/rss;
http://blog.veitheller.de/;http://blog.veitheller.de/feed.rss;
https://blog.wesleyac.com;http://blog.wesleyac.com/feed.xml;
https://notebook.wesleyac.com/;https://notebook.wesleyac.com/atom.xml;
https://medium.com/@carohadad?source=rss-be94b32dad1c------2;https://medium.com/feed/@carohadad;
https://fineshambles.com;https://fineshambles.com/feed/;
http://hclarke.ca/;http://hclarke.ca/feeds/all.rss.xml;
https://medium.com/@atroche?source=rss-5a238820f061------2;https://medium.com/feed/@atroche;Disabled
https://abecedarius.tumblr.com/;http://abecedarius.tumblr.com/rss;
http://alok.github.io/;https://alok.github.io/feed.xml;
https://raphlinus.github.io/;https://raphlinus.github.io/feed.xml;
https://blog.jabid.in/;https://blog.jabid.in/feed.xml;
https://www.al3x.net/blog/;https://al3x.net/atom.xml;Disabled
https://indradhanush.github.io/;https://indradhanush.github.io/feed.xml;
https://bckly.com/;http://bckly.com/feed.xml;
http://routley.io/posts/;https://routley.io/posts/index.xml;
https://abehmiel.net;https://abehmiel.net/feed/;
https://eqfdatadiary.com;https://eqfdatadiary.com/feed/;
http://cipht.net/;http://www.cipht.net/atom.xml;
https://fullyfaithful.eu;https://fullyfaithful.eu/rss.xml;
https://parkerhiggins.net;https://parkerhiggins.net/tag/programming/feed/;
http://aftaberski.github.io/;http://aftaberski.github.io/feed.xml;7 posts
https://www.vrk.dev;https://www.vrk.dev/tag/rc/feed/;
https://vrk.github.io/plantsim/;https://vrk.github.io/plantsim/feed.xml;5 posts
https://aos.github.io/;https://aos.github.io/index.xml;
http://schuessler.org;http://schuessler.org/feed.xml;5 posts
https://cternus.net/;https://cternus.net/index.xml;8 posts
http://www.nikhithnaidu.com;http://www.nikhithnaidu.com/feed;2 posts
https://norasandler.com/;https://norasandler.com/feed.xml;
https://nathanshane.me;https://nathanshane.me/blog/rss.xml;6 posts
https://medium.com/@kimberly_mc?source=rss-cf0050b63bbc------2;https://medium.com/feed/@kimberly_mc;
https://www.nuclearcarrot.co.uk;https://www.nuclearcarrot.co.uk/rss.xml;5 posts
https://blog.gtank.cc/;https://blog.gtank.cc/rss/;
https://push.cx;https://push.cx/feed;
https://karthikbalakrishnan.com/;https://karthikbalakrishnan.com/feed.xml;3 posts
https://danluu.com/atom/index.xml;http://danluu.com/atom.xml;
http://qqrs.github.com/;http://qqrs.github.io/atom.xml;
http://geoffreylitt.com/;http://geoffreylitt.com/feed.xml;
https://alliejon.es/atom.xml;http://alliejon.es/atom.xml;
http://blog.bonnieeisenman.com;http://blog.bonnieeisenman.com/feed.xml;
http://ldirer.com/;http://ldirer.com/feed.xml;3 posts
https://modocache.io/;https://modocache.io/feed;
https://dev.to/bellmar;https://dev.to/feed/bellmar;
https://medium.com/@bellmar?source=rss-d196ba9afc2d------2;https://medium.com/feed/@bellmar;
https://NQNStudios.github.io//;https://NQNStudios.github.io/feed.xml;
http://mayerdaniel.github.io/;http://www.mayer.cool/atom.xml;3 posts
https://blog.sophaskins.net/;https://blog.sophaskins.net/index.xml;9 posts
https://blog.pizzabox.computer/;https://blog.pizzabox.computer/index.xml;
http://www.nbertagnolli.com/;http://www.nbertagnolli.com/feed.xml;
http://blog.sory.biz/;http://blog.sory.biz/index.xml;
http://mrcoles.com/;https://mrcoles.com/feeds/latest/;
https://medium.com/@ricburton?source=rss-db924dbde4c3------2;http://medium.com/feed/@ricburton;
https://lydiolectal.github.io/;https://lydiolectal.github.io/feed.xml;6 posts
http://thomasweng.com/;http://www.thomasweng.com/feed.xml;
https://idea.popcount.org;https://idea.popcount.org/rss.xml;
https://blog.benjojo.co.uk;https://blog.benjojo.co.uk/rss.xml;
http://ablwr.github.io/;http://bits.ashleyblewer.com/feed.xml;
https://emanuelgeromin.com/blog/;https://emanuelgeromin.com/blog/rss.xml;3 posts
https://scott.mn/;https://scott.mn/posts.atom;
http://mkcor.github.io/;http://mkcor.github.io/feed.xml;
https://www.adampalay.com/;https://www.adampalay.com/feed.xml;
https://nerdneha.tumblr.com/;http://nerdneha.tumblr.com/rss;
https://recurse.henrystanley.com/;https://recurse.henrystanley.com/index.xml;
https://bdon.org;https://bdon.org/feed.xml;1 posts
http://nicolas-hahn.com/;http://nicolashahn.github.io/feed.xml;6 posts
https://squidarth.com/;http://www.squidarth.com/feed.xml;
https://www.getrevue.co/profile/sids-game-dev-log;https://s3.amazonaws.com/revue/accounts/rss_feeds/000/111/584/original/rss_feed_111584.xml?1615068093;4 posts
https://medium.com/@bdettmer?source=rss-29ccd06fb92c------2;https://medium.com/feed/@bdettmer;4 posts
http://www.d10.dev/;http://www.dave-cohen.com/index.xml;
https://medium.com/@azilnik?source=rss-b1e6e94ff725------2;https://medium.com/feed/@azilnik;9 posts
https://crawshaw.io;https://crawshaw.io/atom.xml;
http://kwj2104.github.io;https://kwj2104.github.io/feed.xml;5 posts
https://blog.studiogel.com/;http://blog.studiogel.com/rss;1 posts
http://cs.mcgill.ca/~abeaul10;http://cs.mcgill.ca/~abeaul10/feed.xml;4 posts
https://www.jenbuilds.com;https://jenbuilds.com/feed/;4 posts
http://ncollins.github.io/;http://ncollins.github.io/atom.xml;4 posts
https://kaomorphism.com/;https://kaomorphism.com/feed.xml;
https://medium.com/@scientiffic?source=rss-37f4ff96999c------2;https://medium.com/feed/@scientiffic;
https://clarete.li/blog;https://clarete.li/blog/rss.xml;2 posts
http://fewf.github.io;http://fewf.github.io/feed.xml;7 posts
https://charlietran.com/;https://charlietran.com/feed.xml;2 posts
